"¿Qué hace el tracking después de la adquisición?","Mantiene el satélite enganchado en el tiempo con dos lazos (DLL para código, PLL para portadora), afina el código a ~metros y demodula el mensaje de navegación","GNSS::M2::2.3"
"¿Qué son los correladores Early / Prompt / Late?","Tres réplicas del código adelantada/centrada/atrasada ½ chip; comparar |E| vs |L| mide el error de código y el Prompt lleva los bits","GNSS::M2::2.3"
"¿Cuál es el discriminador DLL early-late normalizado?","½·(|E|−|L|)/(|E|+|L|): da el error de código en chips, independiente de la amplitud (C/N0)","GNSS::M2::2.3"
"¿Por qué se normaliza el discriminador DLL por (E+L)?","Para que la ganancia del lazo no cambie con el C/N0; sin normalizar, más potencia dispara la ganancia y desestabiliza el lazo","GNSS::M2::2.3"
"¿Qué es un PLL Costas y por qué se usa en GNSS?","Un PLL con discriminador atan(Q/I) insensible al signo del bit; engancha aunque el dato invierta la fase 180° cada 20 ms","GNSS::M2::2.3"
"¿Qué ambigüedad introduce el Costas y cómo se resuelve?","Ambigüedad de 180°: no distingue bits directos de invertidos; se resuelve con el preámbulo (correla +8 directo, −8 invertido)","GNSS::M2::2.3"
"¿Sobre qué se realimenta el DLL: fase o frecuencia de código?","Sobre la FASE del código; corregir la frecuencia sin Doppler de código real hace derivar el prompt y perder amplitud","GNSS::M2::2.3"
"¿Cuánto es el Doppler de código respecto al de portadora?","Doppler de portadora / 1540 (relación f_L1/f_chip); por eso es minúsculo y el DLL puede ser lento o asistido por la portadora","GNSS::M2::2.3"
"¿Cómo se demodula un bit del mensaje de navegación?","Integrando 20 prompts I (20 ms = 1 bit a 50 bps) y tomando el signo de la suma","GNSS::M2::2.3"
"¿Cuál es el preámbulo del mensaje LNAV de GPS?","10001011 (palabra TLM); abre cada subframe y sirve para sincronizar y resolver la ambigüedad de fase","GNSS::M2::2.3"
"¿Cómo se sabe que el PLL enganchó?","Toda la energía del Prompt cae en I y Q≈0 (|Q|/|I| → 0); la constelación pasa de nube difusa a BPSK sobre el eje I","GNSS::M2::2.3"
"¿Qué es un filtro de lazo y qué fija su ancho de banda?","Suaviza el error crudo antes del NCO; más BW sigue dinámica rápida pero deja pasar ruido, menos BW es más limpio pero lento","GNSS::M2::2.3"
"¿Por qué el PLL es de 2º orden y el DLL alcanza con 1º?","El PLL de 2º orden sigue rampas de Doppler sin error permanente; el Doppler de código es 1540× menor, casi estático, así que el DLL no necesita tanto","GNSS::M2::2.3"
"¿Cómo ataca el spoofing por arrastre al tracking?","Iguala la señal real (mismo código/Doppler, C/N0 apenas mayor), engancha el lazo en su réplica sin salto visible y luego mueve el código arrastrando el pseudorango","GNSS::M2::2.3"
"¿Qué observables delatan un spoofing por arrastre?","Saltos de C/N0, distorsión/asimetría del pico early-late, dos correlaciones que compiten; y OSNMA que autentica el mensaje lo corta de raíz","GNSS::M2::2.3"
