"¿Qué es gnss-sdr?","Un receptor GNSS open-source por software (C++/GNU Radio) que hace toda la cadena (adquisición, tracking, demodulación, PVT) para GPS/Galileo/GLONASS/BeiDou; es la referencia de la comunidad","GNSS::M2::2.4"
"¿Por qué el Doppler coincide entre receptores pero el desfase de código no siempre?","El Doppler es físico (movimiento relativo), lo mide igual cualquier receptor; el desfase de código es relativo al punto de arranque (sample_stamp), coincide módulo el período","GNSS::M2::2.4"
"¿Cómo se valida un receptor GNSS casero?","Contra un receptor de referencia (gnss-sdr) sobre la misma captura, comparando PRN y Doppler; contra las verdades publicadas de sus tests; y contra hardware (RTL-SDR + antena) para un fix real","GNSS::M2::2.4"
"¿Qué declara un archivo .conf de gnss-sdr?","Cada bloque de la cadena: SignalSource, Acquisition (PCPS, umbral, grilla), Tracking (DLL/PLL, BW), TelemetryDecoder, Observables, PVT — la misma cadena expuesta como parámetros","GNSS::M2::2.4"
"¿Por qué hay que repetir la captura corta para correr gnss-sdr?","2-8 ms alcanzan para adquirir pero no para que gnss-sdr complete su máquina de estados (tracking); se repite ~100x con np.tile para darle material","GNSS::M2::2.4"
"¿Qué NO podés concluir de una captura repetida en loop?","Nada sobre el mensaje de navegación: un bit dura 20 ms, así que el loop de 2 ms no forma un subframe coherente (sin preámbulo ni efemérides reales)","GNSS::M2::2.4"
"¿Para verificar dos receptores, comparás delay o Doppler?","El Doppler y el PRN (propiedades de la señal); el desfase de código sólo módulo el período, por el punto de arranque","GNSS::M2::2.4"
"¿Por qué no es circular validar tu cadena contra gnss-sdr?","gnss-sdr es una implementación independiente (otro código, otra gente); si ambas coinciden es muy improbable que compartan el mismo error","GNSS::M2::2.4"
"¿Qué te da GNU Radio que hacés a mano en un lab de Python?","El framework de flujo en tiempo real: buffers entre bloques, threading, kernels vectorizados (VOLK), drivers de hardware — la maquinaria para correr el algoritmo en producción sobre un flujo continuo","GNSS::M2::2.4"
"¿Qué hardware mínimo da un fix GNSS real con gnss-sdr?","Un RTL-SDR (~US$30) + antena GPS activa con vista al cielo + captura larga (≥30 s para efemérides); la cadena hasta el PVT es la de la clase 1.5","GNSS::M2::2.4"
"¿Por qué gnss-sdr siendo open-source es relevante para seguridad GNSS?","Su lógica de decisión es auditable (a diferencia de un chip propietario); los detectores de spoofing transparentes y la implementación de referencia de OSNMA se prototipan sobre él","GNSS::M2::2.4"
